conflict,title,source,url,publish_date,population
Palestine,A provocative new film takes a hard look at Israeli life during the Gaza war,npr.org,https://www.npr.org/2026/03/27/nx-s1-5716956/a-provocative-new-film-takes-a-hard-look-at-israeli-life-during-the-gaza-war,2026-03-27,poc
Palestine,Israeli settlers smash cars and set fires in the West Bank as 4 Palestinians are killed in Gaza,nbcnews.com,https://www.nbcnews.com/world/middle-east/israeli-settlers-smash-cars-set-fires-west-bank-4-palestinians-killed-rcna264692,2026-03-23,poc
Palestine,"Analysts say Gaza 'civilian' deaths include Hamas, other terror members working as medics, media workers",foxnews.com,https://www.foxnews.com/world/analysts-say-gaza-civilian-deaths-include-hamas-other-terror-members-working-medics-media-workers,2026-03-20,poc
Palestine,Israeli strike kills three people in Gaza as Iran war strains truce,reuters.com,https://www.reuters.com/world/middle-east/israeli-strike-kills-three-people-gaza-iran-war-strains-truce-2026-03-17/,2026-03-17,poc
Palestine,Hamas reasserts control in Gaza as Iran war dominates regional attention and global focus,foxnews.com,https://www.foxnews.com/world/hamas-reasserts-control-gaza-iran-war-dominates-regional-attention-global-focus,2026-03-16,poc
Palestine,Exclusive: Hamas holds talks with Trump-led board as Iran war strains Gaza plan,reuters.com,https://www.reuters.com/world/middle-east/hamas-holds-talks-with-trump-led-board-iran-war-strains-gaza-plan-2026-03-16/,2026-03-16,poc
Palestine,"Javier Bardem sports anti-war pin, says ‘free Palestine’ at Oscars",thehill.com,https://thehill.com/blogs/in-the-know/5785620-javier-bardem-oscar-anti-war/,2026-03-15,poc
Palestine,"Israeli strike kills 4 in Gaza, including 2 children and a pregnant woman, hospital officials say",nbcnews.com,https://www.nbcnews.com/world/gaza/hospital-officials-israeli-strike-killed-gaza-children-pregnant-woman-rcna263539,2026-03-15,poc
Palestine,"Hospital officials say Israeli strikes killed 12 in Gaza, including 2 children and a pregnant woman",apnews.com,https://apnews.com/article/gaza-israel-war-hamas-6b085df37d118091c442e29e481f0d91,2026-03-15,poc
Palestine,"Eight killed in an airstrike targeting police vehicle in Gaza, medics say",reuters.com,https://www.reuters.com/world/middle-east/eight-killed-an-airstrike-targeting-police-vehicle-gaza-medics-say-2026-03-15/,2026-03-15,poc
Palestine,Gaza suffers food shortages as Iran war escalates,nbcnews.com,https://www.nbcnews.com/video/shorts/gaza-suffers-food-shortages-as-iran-war-escalates-259251781671,2026-03-13,poc
Palestine,Israeli strike kills three in Gaza as regional offensives escalate,reuters.com,https://www.reuters.com/world/middle-east/israeli-strike-kills-three-gaza-regional-offensives-escalate-2026-03-13/,2026-03-13,poc
Palestine,"In Gaza, Palestinians feel forgotten as Iran war captures attention and ceasefire progress slows",nbcnews.com,https://www.nbcnews.com/world/middle-east/gaza-palestinians-iran-war-trump-ceasefire-israel-hamas-rcna262959,2026-03-13,poc
Palestine,Trump's peace plan for Gaza stalls as Iran war grinds on,npr.org,https://www.npr.org/2026/03/12/nx-s1-5745145/trumps-peace-plan-for-gaza-stalls-as-iran-war-grinds-on,2026-03-12,poc
Palestine,"While the war in Iran gets attention, what’s happening in Gaza?",npr.org,https://www.npr.org/2026/03/12/nx-s1-5746111/while-the-war-in-iran-gets-attention-whats-happening-in-gaza,2026-03-12,poc
Palestine,"Exclusive: Trump's Gaza plan on hold as Iran war pauses disarmament talks, sources say",reuters.com,https://www.reuters.com/world/middle-east/trumps-gaza-plan-hold-iran-war-pauses-disarmament-talks-sources-say-2026-03-09/,2026-03-09,poc
Palestine,"Israeli strike kills two Palestinians in a car in Gaza, medics say",reuters.com,https://www.reuters.com/world/middle-east/israeli-strike-kills-two-palestinians-car-gaza-medics-say-2026-03-08/,2026-03-08,poc
Palestine,Gaza fuel running short after Israel closes borders amid Iran war,reuters.com,https://www.reuters.com/world/middle-east/gaza-fuel-running-short-after-israel-closes-borders-amid-iran-war-2026-03-02/,2026-03-02,poc
Palestine,Ramadan brings a season of grief after an Israeli strike wiped out most of a Gaza family,apnews.com,https://apnews.com/article/gaza-war-israel-hamas-ramadan-16b327f3300eccb218dd6340bbb9410a,2026-02-28,poc
Palestine,Gaza factory protester says attack was 'lawful',bbc.com,https://www.bbc.com/news/articles/c78x1n61xw6o,2026-02-27,poc
Palestine,"Israeli strike kills 2 Palestinians in Gaza, health officials say, the latest deaths as truce stalls",apnews.com,https://apnews.com/article/israel-gaza-hamas-war-netanyahu-1bb1a68df1a35b2936a91ce0b5505d65,2026-02-26,poc
Palestine,Football returns to Gaza after two-year pause caused by war,cnn.com,https://www.cnn.com/2026/02/20/world/video/gaza-football-gaza-hope-mcfarlane-pkg-02201aseg1-cnni-world-fast,2026-02-20,poc
Palestine,"War-hammered Gaza needs basics like homes, roads and power. FIFA is offering a $50M soccer stadium",apnews.com,https://apnews.com/article/gaza-trump-fifa-board-of-peace-803fb5c148757873065cc86393175773,2026-02-19,poc
Palestine,"Eleven killed in Israeli strikes on Gaza, rescuers say",bbc.com,https://www.bbc.com/news/articles/c8r15eyvk2do?at_medium=RSS&at_campaign=rss,2026-02-15,poc
Palestine,Israeli president ends a fraught Australia visit to comfort Jews as Gaza war protests follow,apnews.com,https://apnews.com/article/australia-israel-president-herzog-melbourne-antisemitism-8729580864d4479a6d0bf065a8d4d475,2026-02-12,poc
Palestine,Ireland agrees to play Israel in Nations League despite previously calling for ban over Gaza war,foxnews.com,https://www.foxnews.com/sports/ireland-agrees-play-israel-nations-league-despite-previously-calling-ban-over-gaza-war,2026-02-12,poc
Palestine,Australia seeks charges over a 2024 Israeli airstrike in Gaza that killed an Australian aid worker,apnews.com,https://apnews.com/article/australia-israel-herzog-visit-canberra-president-86413c4417f93de7925e75667fc0d18b,2026-02-11,poc
Palestine,Mothers in the U.S. use crowdfunding tactics to help families in war-torn Gaza,npr.org,https://www.npr.org/2026/02/10/nx-s1-5701336/mothers-in-the-u-s-use-crowdfunding-tactics-to-help-families-in-war-torn-gaza,2026-02-10,poc
Palestine,Israeli drone strike kills 2 cyclists in Gaza as death toll mounts despite ceasefire,apnews.com,https://apnews.com/article/gaza-hamas-israel-war-2-10-2026-08acadd177a13e971de88c56b12d456f,2026-02-10,poc
Palestine,Soccer returns to Gaza pitch scarred by war and loss,reuters.com,https://www.reuters.com/world/middle-east/soccer-returns-gaza-pitch-scarred-by-war-loss-2026-02-10/,2026-02-10,poc
Palestine,Photos show an Israeli strike blowing up a Gaza building in split-second detail,apnews.com,https://apnews.com/photo-gallery/israel-airstrike-gaza-building-photos-d0ae11a47d36b88e2556e07ad600dd64,2026-02-06,poc
Palestine,Organizers say a new civilian-led aid flotilla with over 100 boats will sail to Gaza in March,apnews.com,https://apnews.com/article/global-sumud-flotilla-gaza-aid-mission-ce775ded494f4d7378c09267db7dddde,2026-02-05,poc
Palestine,Father mourns daughters killed by Israeli strike in Gaza,nbcnews.com,https://www.nbcnews.com/video/shorts/father-mourns-daughters-killed-by-israeli-strike-in-gaza-257203269971,2026-02-05,poc
Palestine,IMF says Israeli economy to rebound from Gaza war with 4.8% growth in 2026,reuters.com,https://www.reuters.com/world/imf-says-israeli-economy-rebound-gaza-war-with-48-growth-2026-2026-02-05/,2026-02-05,poc
Palestine,Grief-stricken father cries for daughters killed by Israeli missile in Gaza,nbcnews.com,https://www.nbcnews.com/video/israeli-missile-kills-two-sisters-in-gaza-leaves-father-in-grief-stricken-despair-257165893576,2026-02-04,poc
Palestine,"'My daughters are gone': Sisters, 10 and 12, killed by Israeli fire in Gaza",nbcnews.com,https://www.nbcnews.com/world/middle-east/israel-gaza-soldier-wounded-palestinians-killed-gunfire-soldiers-rcna257383,2026-02-04,poc
Palestine,"IDF says Gaza strikes hit terrorists, weapons facilities after ceasefire breach; hospitals report 30 killed",foxnews.com,https://www.foxnews.com/world/idf-says-gaza-strikes-hit-terrorists-weapons-facilities-after-ceasefire-breach-hospitals-report-30-killed,2026-01-31,poc
Palestine,"Israeli military reportedly acknowledges 70,000 killed in Gaza after previously casting doubt on health ministry’s count",cnn.com,https://www.cnn.com/2026/01/30/middleeast/israeli-military-gaza-killed-numbers-intl,2026-01-30,poc
Palestine,"Israel military reported to accept death toll of around 70,000 in Gaza",reuters.com,https://www.reuters.com/world/middle-east/israel-military-reported-accept-death-toll-around-70000-gaza-2026-01-30/,2026-01-30,poc
Palestine,Giant portrait of girl killed in Gaza war unfurled on Barcelona beach,reuters.com,https://www.reuters.com/world/middle-east/giant-portrait-girl-killed-gaza-war-unfurled-barcelona-beach-2026-01-29/,2026-01-29,poc
Palestine,Palestinians in the West Bank face a deepening economic crisis since the Gaza war,npr.org,https://www.npr.org/2026/01/26/nx-s1-5672355/palestinians-west-bank-economic-crisis,2026-01-26,poc
Palestine,Palestinians in the West Bank face a deepening economic crisis since the Gaza war,npr.org,https://www.npr.org/2026/01/26/nx-s1-5672355/palestinians-in-the-west-bank-face-a-deepening-economic-crisis-since-the-gaza-war,2026-01-26,poc
Palestine,Miles and worlds apart: two NPR reporters on covering the war in Gaza,npr.org,https://www.npr.org/2026/01/24/nx-s1-5686740/miles-and-worlds-apart-two-npr-reporters-on-covering-the-war-in-gaza,2026-01-24,poc
Palestine,Boys collecting firewood in Gaza killed by Israeli fire,cnn.com,https://www.cnn.com/2026/01/25/middleeast/gaza-teens-killed-intl,2026-01-25,poc
Palestine,An Israeli tech investor reflects on the war in Gaza,npr.org,https://www.npr.org/2026/01/23/nx-s1-5666249/an-israeli-tech-investor-reflects-on-the-war-in-gaza,2026-01-23,poc
Palestine,Jared Kushner lays out Trump-backed 'master plan' for post-war Gaza,abcnews.go.com,https://abcnews.go.com/Politics/jared-kushner-lays-trump-backed-master-plan-post/story?id=129461124,2026-01-22,poc
Palestine,Cameraman who worked for CBS News among 3 journalists killed in Gaza airstrike,cbsnews.com,https://www.cbsnews.com/video/cameraman-who-worked-for-cbs-news-among-3-journalists-killed-in-gaza-airstrike/,2026-01-21,poc
Palestine,"3 journalists killed in Israeli airstrike in Gaza, including cameraman who worked with CBS News",cbsnews.com,https://www.cbsnews.com/miami/news/journalists-killed-in-gaza-cameraman-cbs-news/,2026-01-21,poc
Palestine,"3 journalists killed in Israeli airstrike in Gaza, including cameraman who worked with CBS News",cbsnews.com,https://www.cbsnews.com/news/journalists-killed-in-gaza-cameraman-cbs-news/,2026-01-21,poc
Palestine,"Israeli strike in Gaza kills three journalists, first responders say",bbc.com,https://www.bbc.com/news/articles/c98pnzp50nqo?at_medium=RSS&at_campaign=rss,2026-01-21,poc
Palestine,Families of Israeli soldiers killed in Gaza are retreiving sperm from their bodies,npr.org,https://www.npr.org/2026/01/18/nx-s1-5658287/families-of-israeli-soldiers-killed-in-gaza-are-retreiving-sperm-from-their-bodies,2026-01-18,poc
Palestine,Senior Hamas figure killed in Israeli air strike in Gaza,reuters.com,https://www.reuters.com/world/middle-east/israeli-strikes-kill-five-gaza-say-local-health-authorities-2026-01-15/,2026-01-15,poc
Palestine,Palestine Action-linked protesters end their weeks-long UK hunger strike,cnn.com,https://www.cnn.com/2026/01/15/world/pro-palestinian-activists-end-their-hunger-strike,2026-01-15,poc
Palestine,Two Palestine Action protesters end 73-day hunger strike,bbc.com,https://www.bbc.com/news/articles/cwy1q98qyego?at_medium=RSS&at_campaign=rss,2026-01-15,poc
Palestine,"US expected to unveil post-war Gaza leadership, sources say",reuters.com,https://www.reuters.com/world/us/us-expected-unveil-post-war-gaza-leadership-sources-say-2026-01-14/,2026-01-14,poc
Palestine,4 killed in tent collapse in Gaza,cbsnews.com,https://www.cbsnews.com/chicago/video/4-killed-in-tent-collapse-in-gaza/,2026-01-13,poc
Palestine,Drone strike kills 3 in Gaza as Hamas prepares to transfer governance to new committee,apnews.com,https://apnews.com/article/gaza-israel-hamas-drone-strike-governance-f59c7e742149366e67549e7dd2e10309,2026-01-12,poc
Palestine,"Over 100 children killed in Gaza since ceasefire, UNICEF says",reuters.com,https://www.reuters.com/world/middle-east/over-100-children-killed-gaza-since-ceasefire-unicef-says-2026-01-13/,2026-01-13,poc
Palestine,Trump promised a Gaza endgame. Palestinians say they are still living the war,npr.org,https://www.npr.org/2026/01/11/nx-s1-5671285/trump-promised-a-gaza-endgame-palestinians-say-they-are-still-living-the-war,2026-01-11,poc
Palestine,"Eight people killed by Israeli air strikes, Gaza civil defence agency says",bbc.com,https://www.bbc.com/news/articles/c62wx8z5jd5o?at_medium=RSS&at_campaign=rss,2026-01-08,poc
Palestine,Relative of 11-year-old girl killed in Gaza says Israeli gunfire was responsible for her death,apnews.com,https://apnews.com/article/israel-gaza-ceasefire-deaths-ad9aca7bd2b62e98b4d9d19b81e80245,2026-01-08,poc
Palestine,5-year-old and her uncle killed in airstrike in Gaza as Israel says it targeted an imminent threat,apnews.com,https://apnews.com/article/gaza-israel-strike-girl-killed-ceasefire-lebanon-9707ef0fee755285bc466dd1cf285553,2026-01-05,poc
Palestine,A grandmother and her grandson burn to death in a Gaza tent; Angelina Jolie visits Rafah crossing,apnews.com,https://apnews.com/article/israel-palestinians-hamas-war-news-01-02-2026-301135cf2fd6a77cdbf22865e3cb4fe7,2026-01-02,poc
Palestine,Israeli podcast duo use platform to reflect on the war in Gaza,npr.org,https://www.npr.org/2026/01/02/nx-s1-5660689/israeli-podcast-duo-use-platform-to-reflect-on-the-war-in-gaza,2026-01-02,poc
Palestine,"After two years of war, some Israelis are moving to the Gaza border while others are refusing. Here’s why",cnn.com,https://www.cnn.com/2025/12/30/middleeast/israel-moving-to-the-gaza-border-heres-why-intl,2025-12-30,poc
Palestine,Palestinian Artists on Two Years of War in Gaza,nytimes.com,https://www.nytimes.com/interactive/2025/12/30/opinion/palestinians-gaza-war-artists.html,2025-12-30,poc
Palestine,A weekend of harsh winter weather brings more death and despair to people in Gaza,cnn.com,https://www.cnn.com/2025/12/28/middleeast/harsh-winter-weather-flooding-despair-gaza-intl,2025-12-28,poc
Palestine,Bethlehem celebrates Christmas for the first time since the war in Gaza began,npr.org,https://www.npr.org/2025/12/25/nx-s1-5648808/bethlehem-celebrates-christmas-for-the-first-time-since-the-war-in-gaza-began,2025-12-25,poc
Palestine,"Thousands attend Christmas tree lighting ceremony in Bethlehem, the first since war in Gaza began",cbsnews.com,https://www.cbsnews.com/newyork/news/bethlehem-christmas-tree-lighting-ceremony/,2025-12-24,poc
Palestine,Bethlehem celebrates Christmas after Israel Gaza war pause,usatoday.com,https://www.usatoday.com/story/news/world/2025/12/24/bethlehem-celebrates-christmas-israel-gaza-war/87910868007/,2025-12-24,poc
Palestine,Thousands flock to Bethlehem to revive Christmas spirit after 2 years of war in Gaza,abcnews.go.com,https://abcnews.go.com/International/wireStory/thousands-flock-bethlehem-revive-christmas-spirit-after-2-128675128,2025-12-24,poc
Palestine,"Thousands attend Christmas tree lighting ceremony in Bethlehem, the first since war in Gaza began",cbsnews.com,https://www.cbsnews.com/miami/news/bethlehem-christmas-tree-lighting-ceremony/,2025-12-24,poc
Palestine,"In Bethlehem, Christmas celebrations make a comeback after pause in Gaza war",nbcnews.com,https://www.nbcnews.com/world/middle-east/bethlehem-christmas-celebrations-comeback-pause-gaza-war-rcna250849,2025-12-24,poc
Palestine,"Thousands attend Christmas tree lighting ceremony in Bethlehem, the first since war in Gaza began",cbsnews.com,https://www.cbsnews.com/texas/news/bethlehem-christmas-tree-lighting-ceremony/,2025-12-24,poc
Palestine,"Thousands attend Christmas tree lighting ceremony in Bethlehem, the first since war in Gaza began",cbsnews.com,https://www.cbsnews.com/news/bethlehem-christmas-tree-lighting-ceremony/,2025-12-24,poc
Palestine,Thousands flock to Bethlehem to revive Christmas spirit after 2 years of war in Gaza,apnews.com,https://apnews.com/article/christmas-bethlehem-christians-war-israel-gaza-tourism-ffa3e7842d1843899d580322d97a7e9c,2025-12-24,poc
Palestine,Filmed in Gaza: Two NBC News journalists on what it is like to cover the Israel-Hamas war from inside Gaza,nbcnews.com,https://www.nbcnews.com/video/filmed-in-gaza-two-nbc-news-journalists-on-what-it-is-like-to-cover-the-israel-hamas-war-from-inside-gaza-254754885889,2025-12-19,poc
Palestine,Israel-Gaza live updates: IDF says strike killed Hezbollah member in south Lebanon,abcnews.go.com,https://abcnews.go.com/International/live-updates/israel-gaza-live-updates-idf-strike-kills-1?id=128612306,2025-12-22,poc
Palestine,Israel-Gaza live updates: IDF strike kills 1 person in south Lebanon,abcnews.go.com,https://abcnews.go.com/International/live-updates/israel-gaza-live-updates-idf-strike-kills-1/?id=128612306,2025-12-22,poc
Palestine,‘We are still here.’ Catholic patriarch leads Christmas Mass at Gaza church bombed by Israel during the war,cnn.com,https://www.cnn.com/2025/12/21/middleeast/catholic-patriarch-gaza-church-christmas-mass-intl,2025-12-21,poc
Palestine,"Israeli attack on school shelter in Gaza City kills 5 Palestinians, hospital chief says",reuters.com,https://www.reuters.com/world/middle-east/israeli-attack-school-shelter-gaza-city-kills-5-palestinians-hospital-chief-says-2025-12-19/,2025-12-19,poc
Palestine,"After years of war, Palestinians in Gaza bring back Christmas celebrations",npr.org,https://www.npr.org/2025/12/19/nx-s1-5648218/after-years-of-war-palestinians-in-gaza-bring-back-christmas-celebrations,2025-12-19,poc
Palestine,At least 17 killed in Gaza storms and flooding,cnn.com,https://www.cnn.com/2025/12/18/world/video/gaza-flooding-altaweel-church-intv-121802aseg2-cnn-world-fast,2025-12-18,poc
Palestine,Palestine Action: Two protesters awaiting trial end hunger strike,bbc.com,https://www.bbc.com/news/articles/c4g98pqxvzjo?at_medium=RSS&at_campaign=rss,2025-12-17,poc
Palestine,Gaza families struggle to recover from days of torrential rains that killed 12 people,apnews.com,https://apnews.com/article/israel-hamas-gaza-war-news-16-12-2025-32f41cd1cbc8e144ec6bd9cb02cf49b2,2025-12-16,poc
Palestine,ICC rejects Israeli bid to halt Gaza war investigation,reuters.com,https://www.reuters.com/world/middle-east/icc-rejects-israeli-bid-halt-gaza-war-investigation-2025-12-15/,2025-12-15,poc
Palestine,Hamas confirms death of senior commander killed in Israel strike on Gaza,cbsnews.com,https://www.cbsnews.com/texas/news/israel-military-hamas-raed-saad-gaza/,2025-12-13,poc
Palestine,Hamas confirms the death of a top commander in Gaza after Israeli strike,apnews.com,https://apnews.com/article/gaza-israel-palestinians-hamas-war-4be8ae23987f59c3db968311cb5fc06f,2025-12-14,poc
Palestine,Israel's military says it killed senior Hamas commander in Gaza,cbsnews.com,https://www.cbsnews.com/news/israel-military-hamas-raed-saad-gaza/,2025-12-13,poc
Palestine,Israel says it has killed a top Hamas commander in Gaza,apnews.com,https://apnews.com/article/gaza-israel-palestinians-hamas-war-618c7499c626af446d23788d237a85bf,2025-12-13,poc
Palestine,Israel targets senior Hamas official in deadly Gaza strike,bbc.com,https://www.bbc.com/news/articles/cx2dklj3rxvo?at_medium=RSS&at_campaign=rss,2025-12-13,poc
Palestine,"Israel kills senior Hamas commander, Raed Saed, in Gaza strike- Israeli media say",reuters.com,https://www.reuters.com/world/middle-east/israeli-military-says-it-has-targeted-key-hamas-terrorist-gaza-city-2025-12-13/,2025-12-13,poc
Palestine,Torrential rain brings more death and destruction to war-battered Gaza,nbcnews.com,https://www.nbcnews.com/world/gaza/torrential-rain-death-destruction-war-battered-gaza-rcna248824,2025-12-12,poc
Palestine,Videos show 6 Israeli hostages celebrating Hanukkah in Gaza tunnel months before they were killed,cnn.com,https://www.cnn.com/2025/12/11/middleeast/hanukkah-israeli-hostages-gaza-tunnel-latam-intl,2025-12-11,poc
Palestine,"After 2 years of war in Gaza, universities begin to reopen, offering hope",abcnews.go.com,https://abcnews.go.com/International/after-2-years-war-gaza-universities-begin-reopen/story?id=128110057,2025-12-10,poc
Palestine,Bolivia and Israel restore ties severed over the war in Gaza,apnews.com,https://apnews.com/article/bolivia-israel-rodrigo-paz-gideon-saar-evo-morales-gaza-8482c0d13b2d3b571378ae48f33693c2,2025-12-09,poc
Palestine,"Three-year-old girl killed in Gaza by Israeli forces, local sources say",bbc.com,https://www.bbc.com/news/articles/cqxqz4227x7o?at_medium=RSS&at_campaign=rss,2025-12-08,poc
Palestine,Bill Maher clashes with progressive commentator over Israel's war in Gaza,foxnews.com,https://www.foxnews.com/media/bill-maher-clashes-progressive-commentator-over-israels-war-gaza,2025-12-08,poc
